title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"The Matrix Revolutions",movie,"Action, Sci-Fi",2003,tt0242653,6.7,554475,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PT, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, UY, VE"
"Men in Black",movie,"Action, Adventure, Comedy",1997,tt0119654,7.3,628523,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Men in Black II",movie,"Action, Adventure, Comedy",2002,tt0120912,6.2,413036,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Poltergeist,movie,"Horror, Thriller",1982,tt0084516,7.3,185973,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, PA, PE, PY, SV, TC, TT, UY, VE"
Munich,movie,"Drama, History, Thriller",2005,tt0408306,7.5,243991,"HK, ID, MY, PH, SG, TH, TW"
"Wild Strawberries",movie,"Drama, Romance",1957,tt0050986,8.1,118301,US
"The Last Samurai",movie,"Action, Drama",2003,tt0325710,7.8,481785,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HN, JM, LC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"Wild Things",movie,"Crime, Drama, Mystery",1998,tt0120890,6.6,134307,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Bodyguard",movie,"Drama, Music, Romance",1992,tt0103855,6.4,151575,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, PA, PE, PT, PY, SV, TC, TT, UY, VE"
Ghostbusters,movie,"Action, Comedy, Fantasy",1984,tt0087332,7.8,464073,"BA, BE, BG, CZ, FR, HR, HU, MC, MD, ME, MK, PL, RO, RS, SI, SK"
Grease,movie,"Comedy, Musical, Romance",1978,tt0077631,7.2,308897,"AD, DK, ES, FI, NO, PT, SE"
"Interview with the Vampire",movie,"Drama, Fantasy, Horror",1994,tt0110148,7.5,357424,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, PA, PE, PH, PT, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"The Wizard of Oz",movie,"Adventure, Family, Fantasy",1939,tt0032138,8.1,441936,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
"Bridget Jones's Diary",movie,"Comedy, Drama, Romance",2001,tt0243155,6.8,270277,"FR, MC, NL, US"
"When Harry Met Sally...",movie,"Comedy, Drama, Romance",1989,tt0098635,7.7,249956,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Battleship Potemkin",movie,"Drama, History, Thriller",1925,tt0015648,7.9,62600,US
"Beauty and the Beast",movie,"Drama, Fantasy, Romance",1946,tt0038348,7.9,28670,US
"Belle de Jour",movie,"Drama, Romance",1967,tt0061395,7.6,50393,US
Troy,movie,"Adventure, Drama",2004,tt0332452,7.3,584326,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PT, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"On the Waterfront",movie,"Crime, Drama, Thriller",1954,tt0047296,8.1,169473,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Paris, Texas",movie,Drama,1984,tt0087884,8.1,127110,US
"The Tin Drum",movie,"Drama, War",1979,tt0078875,7.4,26498,US
"The Marriage of Maria Braun",movie,"Drama, Romance",1979,tt0079095,7.7,15353,US
"Saw IV",movie,"Horror, Mystery, Thriller",2007,tt0890870,5.9,169159,US
Twister,movie,"Action, Adventure, Thriller",1996,tt0117998,6.5,239939,"AR, BA, BG, BO, BR, CL, CO, CR, CZ, DO, EC, GT, HK, HN, HR, HU, ID, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TH, TW, UY, VE"
Ben-Hur,movie,"Adventure, Drama",1959,tt0052618,8.1,259176,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Oldboy,movie,"Action, Drama, Mystery",2003,tt0364569,8.3,660835,"DK, FI, NO, SE"
"Harry Potter and the Sorcerer's Stone",movie,"Adventure, Family, Fantasy",2001,tt0241527,7.7,884535,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Harry Potter and the Chamber of Secrets",movie,"Adventure, Family, Fantasy",2002,tt0295297,7.4,713778,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Harry Potter and the Prisoner of Azkaban",movie,"Adventure, Family, Fantasy",2004,tt0304141,7.9,713553,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Harry Potter and the Goblet of Fire",movie,"Adventure, Family, Fantasy",2005,tt0330373,7.7,702084,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Harry Potter and the Order of the Phoenix",movie,"Action, Adventure, Family",2007,tt0373889,7.5,652390,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Pulp Fiction",movie,"Crime, Drama",1994,tt0110912,8.9,2286107,"AD, ES"
Contact,movie,"Drama, Mystery, Sci-Fi",1997,tt0118884,7.5,299489,"BE, FR, MC"
"The Bridges of Madison County",movie,"Drama, Romance",1995,tt0112579,7.6,91333,"AD, BE, ES, FR, MC, PT"
"Meet the Fockers",movie,"Comedy, Romance",2004,tt0290002,6.3,292076,"HK, ID, MY, PH, SG, TH, TW"
"The Shining",movie,"Drama, Horror",1980,tt0081505,8.4,1144638,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, UY, VE"
"A Hard Day's Night",movie,"Comedy, Musical",1964,tt0058182,7.5,49066,US
"Four Weddings and a Funeral",movie,"Comedy, Drama, Romance",1994,tt0109831,7.1,170452,US
"Top Gun",movie,"Action, Drama",1986,tt0092099,6.9,517143,"AD, DK, ES, FI, NO, PT, SE"
"The Sixth Sense",movie,"Drama, Mystery, Thriller",1999,tt0167404,8.2,1081163,US
"The Last Emperor",movie,"Biography, Drama, History",1987,tt0093389,7.7,113988,US
"V for Vendetta",movie,"Action, Drama, Sci-Fi",2005,tt0434409,8.1,1201218,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, PA, PE, PH, PT, PY, SG, SV, TC, TH, TT, TW, UY, VE"
Faces,movie,Drama,1968,tt0062952,7.4,12037,US
"From Dusk Till Dawn",movie,"Action, Crime, Horror",1996,tt0116367,7.2,349346,"HK, ID, MY, PH, SG, TH, TW"
"The Evil Dead",movie,Horror,1981,tt0083907,7.4,239491,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Harry Potter and the Half-Blood Prince",movie,"Action, Adventure, Family",2009,tt0417741,7.6,614115,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Goodfellas,movie,"Biography, Crime, Drama",1990,tt0099685,8.7,1297505,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
"Gone with the Wind",movie,"Drama, Romance, War",1939,tt0031381,8.2,341441,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
"A Trip to the Moon",movie,"Adventure, Comedy, Fantasy",1902,tt0000417,8.1,57469,US
"Monsieur Hulot's Holiday",movie,Comedy,1953,tt0046487,7.3,20722,US
Vampyr,movie,"Fantasy, Horror",1932,tt0023649,7.4,21268,US
"The Passion of Joan of Arc",movie,"Biography, Drama, History",1928,tt0019254,8.1,63208,US
Gattaca,movie,"Drama, Sci-Fi, Thriller",1997,tt0119177,7.7,331003,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
Kolya,movie,"Comedy, Drama, Music",1996,tt0116790,7.7,16440,"CZ, SK"
Platoon,movie,"Drama, War",1986,tt0091763,8.1,448950,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Persona,movie,"Drama, Thriller",1966,tt0060827,8,133989,US
Se7en,movie,"Crime, Drama, Mystery",1995,tt0114369,8.6,1862396,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, UY, VE"
Shrek,movie,"Adventure, Animation, Comedy",2001,tt0126029,7.9,757030,"AG, AR, BB, BE, BO, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Shrek 2",movie,"Adventure, Animation, Comedy",2004,tt0298148,7.4,519610,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Shrek the Third",movie,"Adventure, Animation, Comedy",2007,tt0413267,6.1,340816,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"Austin Powers in Goldmember",movie,"Action, Adventure, Comedy",2002,tt0295178,6.2,226778,"AD, ES"
"The Music Room",movie,"Drama, Music",1958,tt0051792,7.9,6944,US
Diabolique,movie,"Crime, Drama, Horror",1955,tt0046911,8.1,70788,US
M,movie,"Crime, Mystery, Thriller",1931,tt0022100,8.3,174183,US
"Umberto D.",movie,Drama,1952,tt0045274,8.2,29017,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK, US"
"Close Encounters of the Third Kind",movie,"Drama, Sci-Fi",1977,tt0075860,7.6,222395,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Dune,movie,"Action, Adventure, Sci-Fi",1984,tt0087182,6.3,184199,US
"In the Mood for Love",movie,"Drama, Romance",2000,tt0118694,8.1,172401,US
"Brief Encounter",movie,"Drama, Romance",1945,tt0037558,8,45574,US
"The Mask",movie,"Comedy, Crime, Fantasy",1994,tt0110475,7,436230,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PT, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"Black Hawk Down",movie,"Action, Drama, History",2001,tt0265086,7.7,432863,"HK, ID, MY, PH, PL, SG, TH, TW"
"Sleepless in Seattle",movie,"Comedy, Drama, Romance",1993,tt0108160,6.8,195292,"AG, AR, BB, BE, BO, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Dangerous Liaisons",movie,"Drama, Romance",1988,tt0094947,7.5,76620,"BE, FR, MC, PT"
WarGames,movie,"Action, Drama, Sci-Fi",1983,tt0086567,7.1,114264,US
"Finding Neverland",movie,"Biography, Drama, Family",2004,tt0308644,7.7,213711,"HK, ID, MY, PH, SG, TH, TW"
"Singin' in the Rain",movie,"Comedy, Musical, Romance",1952,tt0045152,8.3,268057,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
"The Color Purple",movie,Drama,1985,tt0088939,7.7,99539,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
Hook,movie,"Adventure, Comedy, Family",1991,tt0102057,6.8,278873,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"A Few Good Men",movie,"Drama, Thriller",1992,tt0104257,7.7,296213,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Coffee and Cigarettes",movie,"Comedy, Drama, Music",2003,tt0379217,7,68519,US
"All the President's Men",movie,"Drama, History, Thriller",1976,tt0074119,7.9,129245,"BE, DK, FI, FR, MC, NL, NO, SE"
Aparajito,movie,Drama,1956,tt0048956,8.2,16541,US
"City Lights",movie,"Comedy, Drama, Romance",1931,tt0021749,8.5,203198,US
"Cool Hand Luke",movie,"Crime, Drama",1967,tt0061512,8,192707,"BE, FR, MC"
"Meet Me in St. Louis",movie,"Comedy, Drama, Family",1944,tt0037059,7.5,28656,US
"The Thomas Crown Affair",movie,"Crime, Drama, Romance",1968,tt0063688,6.9,29175,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Thomas Crown Affair",movie,"Crime, Romance, Thriller",1999,tt0155267,6.9,102709,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Great Dictator",movie,"Comedy, Drama, War",1940,tt0032553,8.4,245043,US
Bullitt,movie,"Action, Crime, Thriller",1968,tt0062765,7.4,77662,"BE, FR, MC"
"Dead Man",movie,"Adventure, Comedy, Drama",1995,tt0112817,7.5,104898,US
"Dawn of the Dead",movie,Horror,2004,tt0363547,7.2,278408,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Gremlins,movie,"Comedy, Fantasy, Horror",1984,tt0087363,7.3,256566,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
"Gremlins 2: The New Batch",movie,"Comedy, Fantasy, Horror",1990,tt0099700,6.4,115568,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
Godzilla,movie,"Action, Sci-Fi, Thriller",1998,tt0120685,5.4,207022,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb",movie,"Comedy, War",1964,tt0057012,8.3,531305,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Pink Panther",movie,"Comedy, Crime, Romance",1963,tt0057413,7,58186,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK, US"
"The Lady Vanishes",movie,"Mystery, Thriller",1938,tt0030341,7.7,58469,US
"Lethal Weapon",movie,"Action, Crime, Thriller",1987,tt0093409,7.6,282787,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"Lethal Weapon 2",movie,"Action, Crime, Thriller",1989,tt0097733,7.3,193061,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"Lethal Weapon 3",movie,"Action, Crime, Thriller",1992,tt0104714,6.7,181961,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"Lethal Weapon 4",movie,"Action, Crime, Thriller",1998,tt0122151,6.6,175030,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"Lawrence of Arabia",movie,"Adventure, Biography, Drama",1962,tt0056172,8.3,323679,US
"Ice Age: The Meltdown",movie,"Adventure, Animation, Comedy",2006,tt0438097,6.8,303333,"AD, BA, BG, CZ, ES, HR, HU, MD, ME, MK, PL, PT, RO, RS, SI, SK"
Madagascar,movie,"Adventure, Animation, Comedy",2005,tt0351283,6.9,449936,"AG, AR, BA, BB, BE, BG, BO, BS, BZ, CL, CO, CR, CZ, DO, EC, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Mission: Impossible",movie,"Action, Adventure, Thriller",1996,tt0117060,7.2,480986,"AD, DK, ES, FI, NO, PT, SE"
"Mission: Impossible II",movie,"Action, Adventure, Thriller",2000,tt0120755,6.1,385723,"AD, DK, ES, FI, NO, PT"
"Mission: Impossible III",movie,"Action, Adventure, Thriller",2006,tt0317919,6.9,398506,"AD, DK, ES, FI, NO, PT"
"The Gold Rush",movie,"Adventure, Comedy, Drama",1925,tt0015864,8.1,121671,US
Spartacus,movie,"Adventure, Biography, Drama",1960,tt0054331,7.9,146209,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Dog Day Afternoon",movie,"Biography, Crime, Drama",1975,tt0072890,8,278583,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Seven Years in Tibet",movie,"Adventure, Biography, Drama",1997,tt0120102,7.1,159516,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Dirty Harry",movie,"Action, Crime, Thriller",1971,tt0066999,7.7,172639,"BE, FR, MC, US"
Eraserhead,movie,"Fantasy, Horror",1977,tt0074486,7.3,131370,US
Stagecoach,movie,"Adventure, Drama, Western",1939,tt0031971,7.8,55417,US
"Mulholland Drive",movie,"Drama, Mystery, Thriller",2001,tt0166924,7.9,393608,"FR, MC"
Sommersby,movie,"Drama, Mystery, Romance",1993,tt0108185,6.3,23691,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The French Connection",movie,"Action, Crime, Drama",1971,tt0067116,7.7,139587,US
"The Hidden Fortress",movie,"Adventure, Drama",1958,tt0051808,8,43357,US
"Elevator to the Gallows",movie,"Crime, Drama, Thriller",1958,tt0051378,7.9,29659,US
"The Prestige",movie,"Drama, Mystery, Sci-Fi",2006,tt0482571,8.5,1483891,"BE, BG, CZ, DK, FI, FR, HU, ID, MC, MD, MY, NO, PH, PL, RO, SE, SG, SK, TH"
Dreamgirls,movie,"Drama, Musical",2006,tt0443489,6.6,78320,"HK, ID, MY, PH, SG, TH, TW"
"The Queen",movie,"Biography, Drama",2006,tt0436697,7.3,117005,"FR, MC"
"The Remains of the Day",movie,"Drama, Romance",1993,tt0107943,7.8,87181,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Hannibal Rising",movie,"Adventure, Crime, Drama",2007,tt0367959,6.1,117964,"FR, MC"
"Letters from Iwo Jima",movie,"Action, Adventure, Drama",2006,tt0498380,7.8,172333,"BE, FR, MC"
"Street Kings",movie,"Action, Crime, Thriller",2008,tt0421073,6.8,122765,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Mr. Bean's Holiday",movie,"Comedy, Family",2007,tt0453451,6.4,136587,"HK, ID, MY, PH, SG, TH, TW"
300,movie,"Action, Drama",2006,tt0416449,7.6,880171,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
TMNT,movie,"Action, Adventure, Animation",2007,tt0453556,6.2,70263,"BE, FR, MC"
Bean,movie,"Adventure, Comedy, Family",1997,tt0118689,6.5,112641,"HK, ID, MY, PH, SG, TH, TW"
"Blood Diamond",movie,"Adventure, Drama, Thriller",2006,tt0450259,8,598910,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
Stalker,movie,"Drama, Sci-Fi",1979,tt0079944,8,148635,US
"Sex, Lies, and Videotape",movie,Drama,1989,tt0098724,7.2,60916,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Departed",movie,"Crime, Drama, Thriller",2006,tt0407887,8.5,1460051,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Once Upon a Time in Mexico",movie,"Action, Crime, Thriller",2003,tt0285823,6.3,171957,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Little Children",movie,"Drama, Romance",2006,tt0404203,7.5,118534,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Superman Returns",movie,"Action, Adventure, Sci-Fi",2006,tt0348150,6.1,294064,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, PA, PE, PH, PT, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
Hellboy,movie,"Action, Adventure, Fantasy",2004,tt0167190,6.9,357462,"BA, BG, CZ, FR, HR, HU, MC, MD, ME, MK, PL, RO, RS, SI, SK"
"Miss Congeniality",movie,"Action, Comedy, Crime",2000,tt0212346,6.3,236151,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
Flatliners,movie,"Drama, Horror, Sci-Fi",1990,tt0099582,6.6,95337,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Parenthood,movie,"Comedy, Drama",1989,tt0098067,7.1,56232,US
"Down by Law",movie,"Comedy, Crime, Drama",1986,tt0090967,7.6,56404,US
"The Spanish Apartment",movie,"Comedy, Drama, Romance",2002,tt0283900,7.3,43163,"FR, MC"
Chicago,movie,"Comedy, Crime, Musical",2002,tt0299658,7.2,247540,"HK, ID, MY, PH, SG, TH, TW"
"Raging Bull",movie,"Biography, Drama, Sport",1980,tt0081398,8.1,389703,US
Rope,movie,"Crime, Drama, Mystery",1948,tt0040746,7.9,158178,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Holiday",movie,"Comedy, Romance",2006,tt0457939,7,336227,"BE, FR, MC"
"School of Rock",movie,"Comedy, Music",2003,tt0332379,7.2,339990,"HK, ID, MY, PH, SG, TH, TW"
"Nowhere in Africa",movie,"Biography, Drama, History",2001,tt0161860,7.5,14302,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"A Shot in the Dark",movie,"Comedy, Crime, Mystery",1964,tt0058586,7.3,31864,US
"Meet the Parents",movie,"Comedy, Romance",2000,tt0212338,7,363039,"HK, ID, MY, PH, SG, TH, TW"
"Jules and Jim",movie,"Drama, Romance",1962,tt0055032,7.7,45338,US
"Mississippi Burning",movie,"Crime, Drama, Mystery",1988,tt0095647,7.8,114652,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
